longitude;latitude;housing_median_age;average_rooms;average_bedrooms;average_occupancy;population;median_income;median_house_value
-122.5;37.74;42.0;4.31;1.02;2.69;1041.0;39583.0;273700.0
-122.5;37.74;44.0;5.17;1.17;2.86;1154.0;43611.0;268100.0
-122.54;37.74;42.0;4.61;0.95;2.83;1230.0;41786.0;271100.0
-122.46;37.79;52.0;5.63;1.01;2.38;847.0;41029.0;500001.0
-122.46;37.78;52.0;4.08;1.09;2.01;1067.0;29293.0;350000.0
-122.46;37.78;52.0;4.37;1.05;2.4;1421.0;30265.0;350000.0
-122.46;37.79;52.0;5.12;1.03;2.49;999.0;37419.0;500001.0
-122.46;37.78;52.0;4.93;1.11;2.28;1584.0;37887.0;500001.0
-122.47;37.78;51.0;3.86;1.0;2.29;880.0;27431.0;307100.0
-122.47;37.78;52.0;4.57;1.02;2.26;1302.0;37292.0;416700.0
-122.47;37.79;52.0;4.77;1.05;2.32;1380.0;47500.0;500001.0
-122.47;37.79;52.0;5.02;1.21;2.23;194.0;28125.0;500001.0
-122.47;37.79;52.0;5.14;1.03;2.13;990.0;39688.0;483300.0
-122.47;37.78;52.0;4.83;1.03;2.18;1078.0;35221.0;443300.0
-122.47;37.78;52.0;4.57;1.03;2.25;955.0;41339.0;396400.0
-122.48;37.78;48.0;4.14;1.06;2.45;1674.0;31290.0;375000.0
-122.48;37.79;52.0;4.8;1.08;2.3;2246.0;41148.0;457800.0
-122.48;37.78;44.0;4.48;1.05;2.31;1738.0;31653.0;335300.0
-122.49;37.78;32.0;4.22;1.14;2.37;1704.0;32028.0;322900.0
-122.49;37.78;46.0;4.25;1.02;2.29;1783.0;36148.0;352200.0
-122.48;37.79;52.0;7.26;1.04;2.41;546.0;91881.0;500001.0
-122.49;37.79;52.0;6.91;1.05;2.51;1143.0;61407.0;500001.0
-122.49;37.79;52.0;8.43;0.95;2.73;805.0;107058.0;500001.0
-122.46;37.78;52.0;4.64;1.1;2.28;2030.0;34236.0;376800.0
-122.46;37.78;52.0;4.84;1.0;2.51;1364.0;34605.0;441700.0
-122.46;37.78;52.0;4.02;1.08;2.75;1400.0;32396.0;375000.0
-122.46;37.78;52.0;4.66;1.1;2.47;1636.0;28553.0;360700.0
-122.46;37.77;52.0;4.69;1.01;3.08;2099.0;39375.0;402900.0
-122.47;37.77;52.0;5.94;1.18;2.76;1042.0;41635.0;398400.0
-122.47;37.78;52.0;5.37;0.97;2.75;1166.0;40652.0;421300.0
-122.47;37.78;52.0;4.3;1.03;2.42;1220.0;31989.0;446900.0
-122.47;37.78;52.0;4.99;1.09;2.45;1448.0;31392.0;422400.0
-122.47;37.78;52.0;5.88;1.11;2.88;1479.0;40208.0;414600.0
-122.47;37.78;52.0;5.0;0.93;2.83;1153.0;41856.0;404700.0
-122.47;37.77;52.0;5.04;1.02;2.17;1350.0;38571.0;366700.0
-122.48;37.78;52.0;4.91;1.03;2.3;1427.0;34883.0;337200.0
-122.48;37.78;52.0;5.4;1.04;2.76;1362.0;42180.0;393800.0
-122.48;37.77;52.0;4.5;1.05;2.12;1202.0;38899.0;348500.0
-122.48;37.78;50.0;5.18;1.05;2.66;1111.0;35588.0;346400.0
-122.48;37.78;52.0;5.65;1.19;2.93;1508.0;35865.0;311400.0
-122.49;37.78;47.0;4.18;1.0;2.34;1505.0;30877.0;329100.0
-122.49;37.78;52.0;5.17;1.09;2.5;1663.0;30278.0;356300.0
-122.49;37.77;52.0;5.11;1.0;2.55;1170.0;37036.0;369200.0
-122.5;37.77;52.0;5.79;1.08;2.55;1070.0;41250.0;359500.0
-122.49;37.78;52.0;4.69;1.0;2.54;1109.0;26719.0;318500.0
-122.49;37.78;42.0;5.25;1.12;2.73;1419.0;36429.0;328400.0
-122.49;37.78;49.0;4.86;0.98;2.32;1040.0;42414.0;500001.0
-122.5;37.78;50.0;4.34;0.96;2.37;1049.0;35833.0;348500.0
-122.5;37.77;52.0;4.66;1.09;2.72;1032.0;39954.0;324700.0
-122.5;37.77;52.0;5.54;1.06;3.02;1252.0;50562.0;336700.0
-122.5;37.77;52.0;5.16;1.07;2.47;1312.0;35833.0;322900.0
-122.5;37.78;46.0;4.7;1.08;2.52;1418.0;37167.0;332800.0
-122.51;37.78;45.0;5.57;1.08;2.3;1056.0;47328.0;351100.0
-122.51;37.78;47.0;5.5;1.09;2.65;1201.0;40353.0;342200.0
-122.55;37.79;32.0;3.73;1.09;2.15;1229.0;29201.0;322200.0
-122.47;37.81;45.0;5.95;1.08;4.05;4715.0;34051.0;500001.0
-122.5;37.79;52.0;8.0;1.0;13.0;13.0;150001.0;500001.0
-122.54;37.72;17.0;3.59;1.17;1.75;1453.0;35270.0;318900.0
-122.42;37.72;42.0;4.25;1.13;3.57;3549.0;12387.0;212800.0
-122.36;37.72;10.0;4.44;1.16;3.29;355.0;27083.0;180400.0
-122.39;37.74;52.0;4.67;0.89;1.37;37.0;102264.0;225000.0
-122.4;37.75;26.0;6.0;1.0;2.56;23.0;61359.0;225000.0
-122.38;37.71;47.0;6.55;1.14;3.36;558.0;42708.0;207100.0
-122.4;37.71;47.0;4.63;0.92;3.32;1183.0;33625.0;223700.0
-121.11;35.52;9.0;6.22;1.26;2.3;2239.0;32400.0;264600.0
-121.14;35.55;13.0;6.76;1.34;2.36;1880.0;38019.0;271200.0
-121.12;35.58;16.0;6.56;1.27;2.07;1298.0;34799.0;320800.0
-120.92;35.4;23.0;7.41;1.27;2.29;636.0;36908.0;278800.0
-120.85;35.38;27.0;5.24;1.36;2.22;1481.0;23075.0;184200.0
-120.86;35.39;23.0;5.96;1.27;2.25;629.0;27344.0;188300.0
-120.86;35.4;21.0;5.56;1.28;2.21;1106.0;27043.0;186200.0
-120.87;35.41;16.0;5.8;1.19;2.09;782.0;30187.0;278100.0
-120.94;35.42;18.0;7.55;1.51;2.14;970.0;37738.0;279400.0
-120.95;35.44;30.0;7.15;1.59;1.99;1769.0;26864.0;283600.0
-120.85;35.37;21.0;5.52;1.04;3.14;588.0;28173.0;226900.0
-120.83;35.36;28.0;6.13;1.26;2.34;1650.0;27266.0;266800.0
-120.84;35.35;27.0;5.37;1.33;1.74;930.0;26205.0;221100.0
-120.84;35.37;34.0;5.08;1.11;2.16;1397.0;25552.0;200000.0
-120.89;35.37;29.0;4.99;1.43;2.06;846.0;16500.0;227300.0
-120.84;35.33;15.0;5.34;1.09;2.48;1520.0;36412.0;207800.0
-120.83;35.33;14.0;5.5;1.04;2.8;2112.0;44766.0;192700.0
-120.82;35.32;12.0;5.32;1.03;2.69;1780.0;33958.0;215800.0
-120.83;35.32;11.0;4.93;1.06;2.75;1814.0;32226.0;183200.0
-120.84;35.32;15.0;4.63;1.03;2.45;1279.0;34762.0;189600.0
-120.9;35.33;16.0;6.02;1.1;2.27;595.0;35880.0;266300.0
-120.84;35.32;17.0;5.73;1.1;2.26;1656.0;35260.0;183900.0
-120.84;35.31;23.0;5.09;0.99;2.49;1515.0;28493.0;196100.0
-120.84;35.3;15.0;6.53;1.03;2.47;781.0;49359.0;317700.0
-120.82;35.31;16.0;6.15;1.1;2.08;1325.0;25172.0;293900.0
-120.8;35.33;20.0;6.03;1.08;2.73;996.0;35870.0;330000.0
-121.1;35.6;20.0;6.52;1.35;2.52;1309.0;32112.0;204500.0
-120.65;35.29;36.0;6.51;1.06;2.85;850.0;31818.0;249600.0
-120.66;35.29;23.0;4.09;1.03;2.92;1380.0;19647.0;253600.0
-120.66;35.29;16.0;3.5;0.97;2.6;1689.0;17031.0;195000.0
-120.67;35.3;19.0;2.43;1.13;2.83;1799.0;7025.0;500001.0
-120.65;35.32;20.0;2.4;0.81;13.69;3574.0;10298.0;300000.0
-120.62;35.28;28.0;6.92;1.04;2.57;1469.0;63144.0;328800.0
-120.65;35.29;29.0;3.78;1.02;2.85;1344.0;14492.0;222900.0
-120.65;35.28;32.0;3.88;1.04;2.37;548.0;25455.0;165900.0
-120.65;35.27;27.0;6.44;1.08;2.43;768.0;42411.0;258900.0
-120.65;35.27;15.0;4.83;1.1;2.95;1446.0;25129.0;225900.0
-120.64;35.26;21.0;4.8;1.04;2.71;1862.0;21507.0;221500.0
-120.63;35.27;23.0;6.2;0.96;2.68;704.0;51560.0;251300.0
-120.66;35.29;39.0;3.61;1.09;1.92;1153.0;20840.0;233300.0
-120.66;35.28;31.0;3.49;1.06;1.71;1358.0;14036.0;209600.0
-120.66;35.28;46.0;4.16;1.02;2.37;1170.0;21786.0;206300.0
-120.65;35.27;52.0;3.82;1.09;2.1;1237.0;26208.0;227100.0
-120.66;35.27;46.0;4.21;1.03;2.1;1107.0;28009.0;192600.0
-120.66;35.27;33.0;3.61;0.99;2.34;1077.0;16875.0;174200.0
-120.66;35.27;17.0;4.77;1.03;2.43;1386.0;37337.0;208200.0
-120.66;35.26;15.0;4.76;1.13;2.05;2383.0;22656.0;226200.0
-120.67;35.3;32.0;4.4;1.03;2.42;2309.0;22165.0;231700.0
-120.7;35.31;24.0;6.92;1.03;2.94;1490.0;46719.0;337000.0
-120.68;35.29;37.0;4.67;1.01;2.6;753.0;32500.0;225000.0
-120.69;35.28;26.0;6.0;1.26;2.55;1795.0;22847.0;247000.0
-120.67;35.29;44.0;5.12;0.94;2.37;1036.0;30833.0;219300.0
-120.69;35.26;20.0;5.55;1.03;3.21;722.0;46250.0;221800.0
-120.7;35.28;14.0;5.67;1.03;2.84;1884.0;46071.0;239900.0
-120.71;35.27;9.0;6.45;1.06;2.89;1149.0;54287.0;331600.0
-120.68;35.26;26.0;5.5;1.02;2.96;918.0;32464.0;208000.0
-120.69;35.25;15.0;4.86;1.04;2.23;1933.0;27940.0;262500.0
-120.7;35.32;46.0;9.08;1.31;502.46;6532.0;42639.0;350000.0
-120.68;35.25;16.0;5.22;1.11;2.03;1634.0;22868.0;233700.0
-120.69;35.34;16.0;5.12;0.94;16.94;542.0;16563.0;42500.0
-120.81;35.19;14.0;5.4;1.27;1.96;1236.0;37635.0;336200.0
-120.66;35.2;13.0;7.97;1.11;2.85;1838.0;59676.0;380000.0
-120.7;35.14;17.0;6.23;1.18;2.06;1919.0;35352.0;357800.0
-120.68;35.14;34.0;5.72;1.14;2.13;1155.0;30938.0;245900.0
-122.4;37.68;36.0;4.76;1.08;2.18;1649.0;33816.0;253400.0
-122.4;37.68;41.0;4.94;1.06;2.28;1045.0;41146.0;272200.0
-122.32;37.69;48.0;4.14;0.85;2.38;340.0;59660.0;315200.0
-122.41;37.7;23.0;4.76;1.05;3.6;1376.0;24113.0;214200.0
-122.42;37.71;44.0;4.35;1.02;3.73;1781.0;36827.0;215300.0
-122.43;37.71;24.0;5.46;1.09;2.85;2249.0;46098.0;290400.0
-122.43;37.7;19.0;4.98;1.02;2.76;959.0;47708.0;281700.0
-122.44;37.7;6.0;5.79;1.09;2.8;1705.0;49318.0;258100.0
-122.45;37.7;46.0;4.48;1.02;3.71;1814.0;40125.0;230100.0
-122.45;37.71;50.0;5.04;0.99;4.05;1159.0;45417.0;233700.0
-122.45;37.71;49.0;5.3;1.04;4.61;1948.0;47639.0;251500.0
-122.45;37.7;16.0;5.25;1.09;3.55;4375.0;51788.0;267000.0
-122.46;37.7;37.0;3.94;1.05;3.46;904.0;35035.0;238600.0
-122.46;37.69;35.0;4.79;0.93;3.81;1577.0;40833.0;266700.0
-122.46;37.7;37.0;4.33;1.05;3.48;2436.0;33214.0;243200.0
-122.47;37.7;45.0;4.94;1.04;3.7;2466.0;36588.0;238600.0
-122.46;37.71;44.0;3.71;1.04;3.46;339.0;24830.0;214300.0
-122.46;37.71;45.0;4.62;1.01;3.69;1436.0;36500.0;239900.0
-122.46;37.7;42.0;4.32;1.06;3.51;713.0;38400.0;235900.0
-122.47;37.7;44.0;5.45;1.13;4.0;1491.0;45341.0;236500.0
-122.47;37.71;37.0;4.38;1.05;3.44;822.0;35000.0;224400.0
-122.46;37.71;39.0;4.67;1.08;3.91;1738.0;31958.0;232100.0
-122.48;37.7;33.0;3.17;1.06;2.22;2923.0;30490.0;307000.0
-122.48;37.71;39.0;5.88;1.03;2.55;1571.0;51149.0;314200.0
-122.48;37.71;29.0;6.89;0.99;2.99;455.0;61278.0;417600.0
-122.54;37.7;36.0;5.63;1.03;2.53;1793.0;42472.0;292500.0
-122.49;37.67;35.0;6.26;1.07;3.43;2892.0;46771.0;266400.0
-122.49;37.68;35.0;5.11;0.98;3.36;1583.0;50659.0;238000.0
-122.49;37.67;29.0;5.45;0.97;3.58;2494.0;52848.0;260300.0
-122.49;37.7;36.0;6.22;1.09;2.65;828.0;52811.0;287700.0
-122.49;37.69;36.0;5.07;0.97;2.95;782.0;45000.0;275600.0
-122.48;37.69;33.0;4.88;1.06;2.62;1259.0;34492.0;264300.0
-122.49;37.69;35.0;6.15;1.06;3.41;1465.0;49375.0;277000.0
-122.49;37.69;35.0;5.95;1.02;2.94;1273.0;47391.0;272800.0
-122.47;37.7;47.0;5.42;0.93;2.72;370.0;37750.0;281300.0
-122.47;37.69;27.0;3.72;1.1;3.2;2104.0;34490.0;239100.0
-122.47;37.69;30.0;4.21;1.07;3.05;606.0;48750.0;258800.0
-122.48;37.69;42.0;5.48;0.94;2.92;1594.0;44821.0;252400.0
-122.48;37.69;43.0;5.84;1.0;3.04;1384.0;42421.0;257500.0
-122.46;37.69;26.0;3.91;1.02;3.02;3320.0;34375.0;277700.0
-122.46;37.68;23.0;4.13;1.13;2.91;1983.0;29413.0;229400.0
-122.47;37.69;35.0;4.05;0.99;3.42;1452.0;35909.0;256100.0
-122.47;37.69;34.0;5.32;0.97;3.08;1130.0;46447.0;304500.0
-122.47;37.68;31.0;5.52;1.05;3.45;2544.0;45337.0;306700.0
-122.48;37.68;31.0;5.44;1.01;3.56;2296.0;55647.0;268700.0
-122.48;37.67;15.0;4.02;1.01;3.25;2340.0;33906.0;303700.0
-122.48;37.67;31.0;5.62;0.93;3.76;1746.0;51054.0;294500.0
-122.49;37.68;34.0;5.88;1.07;3.97;2510.0;53311.0;270800.0
-122.48;37.67;14.0;3.59;1.12;2.39;2258.0;29640.0;319700.0
-122.45;37.69;17.0;4.68;0.99;1.75;884.0;30625.0;87500.0
-122.45;37.67;35.0;5.06;1.01;2.82;274.0;44286.0;238600.0
-122.47;37.67;20.0;5.68;0.99;3.74;3752.0;55845.0;304300.0
-122.47;37.66;18.0;5.28;1.02;4.08;3226.0;57535.0;297900.0
-122.46;37.67;16.0;3.3;1.08;2.01;2049.0;41303.0;146500.0
-122.46;37.66;15.0;5.08;1.07;3.22;3861.0;54221.0;284700.0
-122.46;37.65;21.0;5.6;1.02;4.13;2027.0;52573.0;322900.0
-122.45;37.67;36.0;5.17;1.01;2.99;963.0;47813.0;246400.0
-122.45;37.66;35.0;5.55;1.03;3.13;1545.0;53446.0;263300.0
-122.46;37.66;36.0;5.81;1.03;3.19;1390.0;53398.0;260900.0
-122.45;37.66;36.0;5.96;1.01;3.01;2761.0;47755.0;280700.0
-122.44;37.65;38.0;5.29;1.01;2.7;2695.0;39722.0;276200.0
-122.43;37.66;29.0;4.6;1.02;2.93;2259.0;43039.0;278400.0
-122.44;37.66;21.0;3.64;1.07;2.34;3288.0;31927.0;252600.0
-122.44;37.66;36.0;5.26;1.0;2.91;799.0;47639.0;265600.0
-122.44;37.67;35.0;4.72;0.95;2.67;1025.0;44250.0;268400.0
-122.42;37.67;42.0;5.73;1.08;3.16;1255.0;51205.0;226300.0
-122.41;37.66;37.0;5.04;1.04;2.93;1255.0;38438.0;250700.0
-122.42;37.66;41.0;5.35;1.01;2.6;1063.0;47361.0;302600.0
-122.42;37.66;28.0;5.85;1.12;2.9;1746.0;49236.0;273500.0
-122.42;37.66;36.0;5.18;0.86;2.39;335.0;41250.0;327600.0
-122.41;37.66;32.0;3.92;1.01;3.1;1096.0;44750.0;246700.0
-122.41;37.66;34.0;3.66;1.08;3.08;906.0;30052.0;242500.0
-122.41;37.66;40.0;4.3;1.02;3.91;1177.0;36667.0;218800.0
-122.41;37.66;37.0;3.08;0.84;2.92;658.0;46103.0;237500.0
-122.41;37.66;44.0;2.03;0.92;3.22;682.0;32833.0;233300.0
-122.41;37.65;32.0;4.21;1.06;3.16;2583.0;35039.0;232400.0
-122.42;37.66;26.0;3.8;1.09;2.63;2246.0;26631.0;244000.0
-122.43;37.66;43.0;4.69;1.03;2.92;1102.0;45493.0;281500.0
-122.42;37.65;39.0;4.96;1.01;3.32;2941.0;38565.0;239800.0
-122.43;37.64;34.0;4.89;1.06;2.39;4101.0;41033.0;301000.0
-122.43;37.64;42.0;5.31;0.98;2.41;1861.0;42070.0;272700.0
-122.45;37.64;19.0;6.43;1.04;3.5;3444.0;62498.0;353300.0
-122.46;37.64;26.0;7.09;0.95;4.08;1617.0;53922.0;353700.0
-122.46;37.65;16.0;5.51;1.04;3.26;5130.0;48096.0;262000.0
-122.46;37.64;17.0;5.29;1.0;3.23;2150.0;45938.0;251200.0
-122.47;37.65;27.0;5.05;1.03;3.13;5023.0;46452.0;236200.0
-122.53;37.66;25.0;5.36;1.03;3.22;4674.0;54694.0;272400.0
-122.53;37.65;20.0;4.41;1.08;2.24;2325.0;40556.0;275000.0
-122.48;37.65;39.0;5.01;1.0;2.72;1817.0;42593.0;227400.0
-122.49;37.63;31.0;5.03;1.0;2.38;1472.0;51550.0;263900.0
-122.49;37.63;34.0;4.3;0.9;2.46;398.0;35250.0;254100.0
-122.49;37.63;31.0;4.23;1.1;2.64;785.0;32446.0;234600.0
-122.53;37.63;27.0;4.26;1.08;2.28;1386.0;29087.0;228200.0
-122.48;37.64;7.0;4.44;0.78;1.85;50.0;125000.0;281000.0
-122.47;37.61;34.0;5.46;1.0;2.65;2208.0;54364.0;279300.0
-122.54;37.62;35.0;5.83;1.09;2.94;747.0;44286.0;262100.0
-122.49;37.59;35.0;5.54;0.98;3.1;1498.0;51282.0;262500.0
-122.5;37.59;36.0;6.31;1.05;3.05;736.0;43542.0;237500.0
-122.5;37.6;35.0;6.74;1.13;2.98;971.0;42500.0;241700.0
-122.55;37.59;31.0;5.92;1.09;2.66;598.0;41827.0;345500.0
-122.51;37.58;20.0;3.05;1.0;2.81;59.0;22375.0;450000.0
-122.49;37.6;33.0;5.31;1.01;2.57;1697.0;40795.0;270600.0
-122.48;37.59;29.0;6.38;1.04;3.02;2784.0;53991.0;273000.0
-122.48;37.57;34.0;5.71;0.99;2.8;2282.0;45556.0;249000.0
-122.46;37.59;21.0;6.2;1.02;2.96;6160.0;57653.0;325800.0
-122.46;37.63;22.0;5.14;1.05;2.89;3783.0;50479.0;280400.0
-122.45;37.62;26.0;6.89;1.01;3.36;1712.0;67206.0;344600.0
-122.45;37.63;28.0;6.0;1.03;3.26;2683.0;57480.0;302100.0
-122.44;37.63;35.0;5.3;0.99;3.12;3004.0;47625.0;281300.0
-122.43;37.63;34.0;5.57;0.93;2.9;2154.0;49732.0;342300.0
-122.43;37.61;21.0;4.22;1.07;1.97;4790.0;41692.0;344500.0
-122.41;37.62;49.0;5.65;1.17;2.46;636.0;42500.0;284100.0
-122.41;37.61;46.0;5.16;1.11;2.56;1479.0;38214.0;273600.0
-122.42;37.61;37.0;6.12;0.98;2.7;822.0;47000.0;341300.0
-122.42;37.62;39.0;5.51;0.87;2.77;682.0;63443.0;324700.0
-122.42;37.62;40.0;5.48;0.94;2.68;756.0;44643.0;308100.0
-122.42;37.61;17.0;2.57;1.07;1.65;669.0;41513.0;137500.0
-122.42;37.63;46.0;5.44;1.01;2.39;796.0;34300.0;292900.0
-122.42;37.62;43.0;5.92;1.02;2.85;1141.0;48295.0;319000.0
-122.42;37.62;36.0;6.4;1.04;2.56;407.0;48000.0;306800.0
-122.42;37.62;36.0;6.23;1.04;2.72;671.0;44091.0;317900.0
-122.41;37.62;39.0;4.48;1.09;2.6;1807.0;32216.0;242700.0
-122.4;37.62;32.0;3.94;1.01;2.47;2249.0;31058.0;253000.0
-122.41;37.63;39.0;4.03;1.01;2.6;2720.0;26390.0;242500.0
-122.42;37.64;41.0;5.16;1.05;3.58;68.0;22250.0;212500.0
-122.43;37.63;15.0;3.05;1.11;1.61;1447.0;35214.0;144200.0
-122.42;37.63;46.0;5.5;0.92;2.5;30.0;23750.0;275000.0
-122.41;37.63;37.0;4.36;0.96;3.06;878.0;42262.0;228500.0
-122.41;37.63;35.0;3.99;1.04;2.77;602.0;30000.0;229100.0
-122.4;37.62;44.0;4.83;1.08;3.18;1064.0;40238.0;224200.0
-122.41;37.64;38.0;4.87;1.09;3.73;921.0;44464.0;215400.0
-122.4;37.61;35.0;3.82;1.01;1.98;1077.0;31628.0;318400.0
-122.38;37.6;33.0;4.55;1.04;3.3;1867.0;33632.0;265100.0
-122.39;37.6;36.0;3.86;1.09;2.67;1225.0;25600.0;273100.0
-122.41;37.61;42.0;6.28;1.03;2.76;705.0;57398.0;336400.0
-122.41;37.61;43.0;6.45;1.01;2.82;847.0;47381.0;347400.0
-122.41;37.6;31.0;5.41;1.02;2.34;1915.0;41364.0;412000.0
-122.42;37.6;34.0;6.33;1.0;2.74;1542.0;58783.0;405100.0
-122.41;37.6;26.0;6.97;1.02;2.86;1128.0;63719.0;466900.0
-122.41;37.59;34.0;6.33;1.0;2.76;1717.0;62946.0;450000.0
-122.41;37.59;40.0;6.74;1.08;2.51;894.0;56493.0;422400.0
-122.4;37.6;30.0;4.98;1.06;2.38;2558.0;35817.0;369300.0
-122.4;37.6;52.0;6.57;0.97;2.52;530.0;62210.0;420300.0
-122.39;37.6;44.0;6.08;1.01;2.6;986.0;46520.0;387100.0
-122.4;37.59;22.0;5.75;1.0;2.43;1163.0;62306.0;500001.0
-122.38;37.59;31.0;3.87;1.07;2.01;1581.0;30744.0;457700.0
-122.38;37.59;44.0;6.59;1.1;2.64;837.0;46628.0;459200.0
-122.39;37.58;36.0;6.76;0.96;2.59;2314.0;78997.0;500001.0
-122.39;37.59;33.0;6.81;0.99;2.68;813.0;60374.0;500001.0
-122.39;37.57;35.0;6.84;1.09;2.43;185.0;64865.0;450000.0
-122.37;37.6;26.0;5.0;1.0;3.67;11.0;50480.0;350000.0
-122.37;37.59;39.0;4.17;1.07;1.94;2156.0;34412.0;353800.0
-122.38;37.59;49.0;6.14;0.99;2.27;613.0;57837.0;378100.0
-122.37;37.59;52.0;6.04;1.07;2.56;963.0;57245.0;500000.0
-122.37;37.58;52.0;6.13;1.01;2.57;917.0;44000.0;500000.0
-122.38;37.58;52.0;7.01;0.93;2.76;671.0;84704.0;500001.0
-122.38;37.58;52.0;6.73;0.99;2.55;772.0;64710.0;500001.0
-122.36;37.58;52.0;5.4;1.04;2.32;1324.0;50756.0;374200.0
-122.36;37.58;37.0;4.8;1.06;2.12;1468.0;40987.0;434000.0
-122.37;37.58;43.0;5.86;1.01;2.26;967.0;47404.0;500001.0
-122.37;37.58;52.0;6.88;1.05;2.41;665.0;45486.0;500001.0
-122.34;37.59;44.0;4.84;0.93;2.56;736.0;56206.0;386400.0
-122.33;37.58;40.0;5.56;1.1;2.33;992.0;47917.0;359900.0
-122.34;37.58;50.0;3.99;1.06;2.32;1622.0;38413.0;372200.0
-122.35;37.58;52.0;5.3;0.97;2.3;1081.0;40855.0;410800.0
-122.36;37.59;20.0;3.67;1.19;1.88;1352.0;35125.0;350600.0
-122.35;37.58;30.0;3.28;1.02;1.39;2129.0;33469.0;345000.0
-122.35;37.58;26.0;3.7;1.06;1.71;396.0;28393.0;375000.0
-122.34;37.57;39.0;4.77;1.11;2.26;1254.0;42407.0;433800.0
-122.35;37.57;52.0;6.69;1.12;2.6;800.0;49700.0;500001.0
-122.37;37.58;34.0;9.67;1.12;2.9;810.0;124291.0;500001.0
-122.36;37.57;35.0;8.57;0.99;2.84;588.0;107339.0;500001.0
-122.36;37.56;32.0;9.17;1.06;2.96;1512.0;150001.0;500001.0
-122.37;37.56;21.0;8.5;1.03;2.88;2440.0;116833.0;500001.0
-122.34;37.56;39.0;9.11;1.0;2.91;1139.0;126417.0;500001.0
-122.34;37.55;25.0;8.87;1.03;2.99;1507.0;133913.0;500001.0
-122.36;37.54;23.0;8.83;1.07;3.09;2165.0;101675.0;500001.0
-122.35;37.56;52.0;8.25;0.95;2.58;519.0;144219.0;500001.0
-122.34;37.57;52.0;7.05;1.09;2.59;967.0;70422.0;500001.0
-122.34;37.57;52.0;7.09;1.04;2.44;876.0;82598.0;500001.0
-122.35;37.57;52.0;7.92;0.98;2.86;784.0;104286.0;500001.0
-122.34;37.57;28.0;4.43;1.12;2.0;1691.0;39728.0;300000.0
-122.33;37.57;43.0;4.2;1.02;2.15;1301.0;31111.0;318400.0
-122.33;37.57;27.0;3.44;0.98;1.62;1453.0;34333.0;290000.0
-122.33;37.58;27.0;3.55;1.02;1.74;2518.0;34836.0;287900.0
-122.33;37.58;28.0;4.06;1.07;2.24;1534.0;33800.0;285400.0
-122.31;37.6;34.0;4.92;1.11;2.98;1958.0;36811.0;273000.0
-122.31;37.58;44.0;4.69;1.04;2.69;1141.0;39696.0;258300.0
-122.31;37.57;45.0;4.64;0.94;3.37;845.0;41875.0;267300.0
-122.33;37.58;43.0;4.42;1.05;3.92;1573.0;27474.0;233100.0
-122.32;37.57;42.0;4.38;1.04;4.04;2377.0;32891.0;237900.0
-122.32;37.57;33.0;4.27;1.03;3.31;2626.0;32285.0;234800.0
-122.32;37.57;52.0;3.44;1.02;2.19;318.0;29934.0;256300.0
-122.31;37.57;42.0;5.02;1.07;2.55;1603.0;37422.0;292600.0
-122.32;37.56;44.0;2.77;0.89;1.83;355.0;28571.0;250000.0
-122.33;37.57;20.0;3.56;1.08;1.86;1112.0;36250.0;283300.0
-122.32;37.56;9.0;4.73;1.18;1.55;377.0;38317.0;237500.0
-122.33;37.56;34.0;4.27;1.08;1.6;2400.0;34902.0;500001.0
-122.32;37.56;49.0;7.0;1.04;2.4;691.0;55490.0;500001.0
-122.32;37.56;26.0;3.58;1.08;1.96;1283.0;31620.0;415000.0
-122.33;37.56;50.0;7.87;0.98;2.57;644.0;100743.0;500001.0
-122.32;37.55;50.0;6.1;1.06;2.56;1050.0;46406.0;500001.0
-122.33;37.55;51.0;8.3;1.07;2.82;870.0;93694.0;500001.0
-122.34;37.55;44.0;7.61;1.01;2.6;843.0;69533.0;500001.0
-122.31;37.56;52.0;4.88;1.02;2.34;1126.0;39688.0;356900.0
-122.31;37.55;52.0;5.42;1.1;2.23;371.0;32500.0;296400.0
-122.32;37.55;46.0;5.46;1.01;2.31;607.0;48068.0;369700.0
-122.32;37.55;44.0;5.81;1.11;2.29;849.0;44583.0;397100.0
-122.33;37.55;33.0;6.89;0.98;2.59;827.0;61349.0;500001.0
-122.32;37.54;34.0;5.58;1.05;2.45;1608.0;50774.0;407200.0
-122.34;37.53;27.0;7.29;1.05;2.96;1354.0;73081.0;464600.0
-122.33;37.53;18.0;6.2;1.05;2.46;1784.0;67042.0;413000.0
-122.35;37.53;27.0;6.8;0.96;2.84;905.0;77743.0;453100.0
-122.34;37.52;34.0;6.47;1.02;3.18;1747.0;66959.0;411200.0
-122.33;37.53;25.0;4.91;1.09;2.18;769.0;40417.0;458500.0
-122.32;37.52;17.0;6.44;1.0;2.48;2557.0;63892.0;480800.0
-122.3;37.53;37.0;6.05;0.97;2.42;535.0;54351.0;376600.0
-122.3;37.53;40.0;5.99;1.01;2.45;751.0;60000.0;384200.0
-122.3;37.53;38.0;6.27;1.09;2.73;429.0;53261.0;376800.0
-122.31;37.52;35.0;6.94;1.0;2.52;659.0;68336.0;457200.0
-122.31;37.53;39.0;6.27;1.03;2.75;508.0;59539.0;379100.0
-122.3;37.54;39.0;4.35;1.11;1.78;1758.0;29405.0;340500.0
-122.3;37.53;43.0;4.71;0.99;2.65;984.0;45116.0;337800.0
